CMDLINE C:\Python\311\python.exe Vamprior_4branch.py
MEM 1292.339844 1721046272.1014
MEM 1292.339844 1721046272.2028
MEM 1292.339844 1721046272.3035
MEM 1292.339844 1721046272.4041
MEM 1281.625000 1721046272.5046
MEM 1281.625000 1721046272.6092
MEM 1281.625000 1721046272.7238
MEM 1281.625000 1721046272.8268
MEM 1281.625000 1721046272.9458
MEM 1281.625000 1721046273.0470
MEM 1281.625000 1721046273.1518
MEM 1281.625000 1721046273.2654
MEM 1281.847656 1721046273.3670
MEM 1282.015625 1721046273.4672
MEM 1282.183594 1721046273.5679
MEM 1282.453125 1721046273.6682
MEM 1282.718750 1721046273.7689
MEM 1282.859375 1721046273.8700
MEM 1283.140625 1721046273.9709
MEM 1283.429688 1721046274.0716
MEM 1283.691406 1721046274.1725
MEM 1283.796875 1721046274.2732
MEM 1284.472656 1721046274.3737
MEM 1284.476562 1721046274.4745
MEM 1284.574219 1721046274.5751
MEM 1284.617188 1721046274.6760
MEM 1284.628906 1721046274.7765
MEM 1284.691406 1721046274.8771
MEM 1284.691406 1721046274.9776
MEM 1284.691406 1721046275.0778
MEM 1284.691406 1721046275.1786
MEM 1284.691406 1721046275.2791
MEM 1284.695312 1721046275.3797
MEM 1284.707031 1721046275.4802
MEM 1284.718750 1721046275.5806
MEM 1284.730469 1721046275.6813
MEM 1284.746094 1721046275.7816
MEM 1284.765625 1721046275.8819
MEM 1284.777344 1721046275.9822
MEM 1284.792969 1721046276.0828
MEM 1284.804688 1721046276.1832
MEM 1284.816406 1721046276.2838
MEM 1284.828125 1721046276.3842
MEM 1284.839844 1721046276.4845
MEM 1284.855469 1721046276.5847
MEM 1284.871094 1721046276.6853
MEM 1284.941406 1721046276.7858
MEM 1284.941406 1721046276.8865
MEM 1284.941406 1721046276.9870
MEM 1284.941406 1721046277.0877
MEM 1284.941406 1721046277.1882
MEM 1284.945312 1721046277.2888
MEM 1284.953125 1721046277.3894
MEM 1284.960938 1721046277.4900
MEM 1284.968750 1721046277.5907
MEM 1284.976562 1721046277.6912
MEM 1284.984375 1721046277.7918
MEM 1284.992188 1721046277.8920
MEM 1285.000000 1721046277.9925
MEM 1285.066406 1721046278.0931
MEM 1285.066406 1721046278.1937
MEM 1285.066406 1721046278.2942
MEM 1285.066406 1721046278.3949
MEM 1285.066406 1721046278.4955
MEM 1285.066406 1721046278.5960
MEM 1285.066406 1721046278.6962
MEM 1285.066406 1721046278.7968
MEM 1285.128906 1721046278.8973
MEM 1285.128906 1721046278.9977
MEM 1285.128906 1721046279.0980
MEM 1285.128906 1721046279.1986
MEM 1285.128906 1721046279.2991
MEM 1285.128906 1721046279.3998
MEM 1285.128906 1721046279.5004
MEM 1285.128906 1721046279.6009
MEM 1285.191406 1721046279.7016
MEM 1285.191406 1721046279.8021
MEM 1285.191406 1721046279.9026
MEM 1285.191406 1721046280.0030
MEM 1285.226562 1721046280.1034
MEM 1285.460938 1721046280.2037
MEM 1285.773438 1721046280.3043
MEM 1285.968750 1721046280.4052
MEM 1286.113281 1721046280.5056
MEM 1286.218750 1721046280.6064
MEM 1286.226562 1721046280.7072
MEM 1286.246094 1721046280.8081
MEM 1286.265625 1721046280.9083
MEM 1286.281250 1721046281.0085
MEM 1286.300781 1721046281.1091
MEM 1286.320312 1721046281.2097
MEM 1286.339844 1721046281.3103
MEM 1286.359375 1721046281.4109
MEM 1286.378906 1721046281.5116
MEM 1286.449219 1721046281.6120
MEM 1286.449219 1721046281.7127
MEM 1286.453125 1721046281.8134
MEM 1286.472656 1721046281.9138
MEM 1286.488281 1721046282.0141
MEM 1286.507812 1721046282.1148
MEM 1286.574219 1721046282.2151
MEM 1286.574219 1721046282.3154
MEM 1286.574219 1721046282.4162
MEM 1286.574219 1721046282.5168
MEM 1286.582031 1721046282.6173
MEM 1286.597656 1721046282.7178
MEM 1286.617188 1721046282.8181
MEM 1286.632812 1721046282.9187
MEM 1286.699219 1721046283.0192
MEM 1286.699219 1721046283.1200
MEM 1286.503906 1721046283.2205
MEM 1286.796875 1721046283.3207
MEM 1287.031250 1721046283.4210
MEM 1287.417969 1721046283.5219
MEM 1287.902344 1721046283.6227
MEM 1288.273438 1721046283.7232
MEM 1288.601562 1721046283.8238
MEM 1289.222656 1721046283.9244
MEM 1289.718750 1721046284.0251
MEM 1289.886719 1721046284.1261
MEM 1290.250000 1721046284.2268
MEM 1290.660156 1721046284.3276
MEM 1291.070312 1721046284.4280
MEM 1291.328125 1721046284.5287
MEM 1293.566406 1721046284.6292
MEM 1294.109375 1721046284.7300
MEM 1294.804688 1721046284.8307
MEM 1294.957031 1721046284.9316
MEM 1295.160156 1721046285.0325
MEM 1295.441406 1721046285.1331
MEM 1295.707031 1721046285.2337
MEM 1296.050781 1721046285.3344
MEM 1296.308594 1721046285.4353
MEM 1296.617188 1721046285.5356
MEM 1296.898438 1721046285.6362
MEM 1297.101562 1721046285.7370
MEM 1297.281250 1721046285.8376
MEM 1297.507812 1721046285.9382
MEM 1297.722656 1721046286.0388
MEM 1297.890625 1721046286.1398
MEM 1298.187500 1721046286.2403
MEM 1298.492188 1721046286.3407
MEM 1299.070312 1721046286.4415
MEM 1299.351562 1721046286.5419
MEM 1299.539062 1721046286.6425
MEM 1299.726562 1721046286.7431
MEM 1299.957031 1721046286.8439
MEM 1300.140625 1721046286.9447
MEM 1300.312500 1721046287.0448
MEM 1300.527344 1721046287.1450
MEM 1300.781250 1721046287.2459
MEM 1301.019531 1721046287.3465
MEM 1301.273438 1721046287.4475
MEM 1301.554688 1721046287.5481
MEM 1301.808594 1721046287.6489
MEM 1302.156250 1721046287.7494
MEM 1302.355469 1721046287.8500
MEM 1302.640625 1721046287.9506
MEM 1302.878906 1721046288.0511
MEM 1303.058594 1721046288.1515
MEM 1303.371094 1721046288.2526
MEM 1304.718750 1721046288.3533
MEM 1306.183594 1721046288.4537
MEM 1308.382812 1721046288.5545
MEM 1309.781250 1721046288.6552
MEM 1310.683594 1721046288.7557
MEM 1311.250000 1721046288.8561
MEM 1312.570312 1721046288.9568
MEM 1313.738281 1721046289.0576
MEM 1323.253906 1721046289.1584
MEM 1325.917969 1721046289.2588
MEM 1326.167969 1721046289.3593
MEM 1326.820312 1721046289.4599
MEM 1328.046875 1721046289.5602
MEM 1328.792969 1721046289.6608
MEM 1329.207031 1721046289.7614
MEM 1329.207031 1721046289.8618
MEM 1329.238281 1721046289.9621
MEM 1329.316406 1721046290.0625
MEM 1329.371094 1721046290.1631
MEM 1349.437500 1721046290.2637
MEM 1361.652344 1721046290.3642
MEM 1362.136719 1721046290.4649
MEM 1362.683594 1721046290.5654
MEM 1363.195312 1721046290.6659
MEM 1363.484375 1721046290.7666
MEM 1363.816406 1721046290.8671
MEM 1364.136719 1721046290.9676
MEM 1364.457031 1721046291.0683
MEM 1364.777344 1721046291.1688
MEM 1365.074219 1721046291.2695
MEM 1365.402344 1721046291.3700
MEM 1366.382812 1721046291.4705
MEM 1367.304688 1721046291.5711
MEM 1368.527344 1721046291.6715
MEM 1369.539062 1721046291.7722
MEM 1369.855469 1721046291.8728
MEM 1370.492188 1721046291.9733
MEM 1371.367188 1721046292.0738
MEM 1371.742188 1721046292.1743
MEM 1372.152344 1721046292.2749
MEM 1373.285156 1721046292.3752
MEM 1373.734375 1721046292.4755
MEM 1374.144531 1721046292.5760
MEM 1375.121094 1721046292.6764
MEM 1376.378906 1721046292.7769
MEM 1377.167969 1721046292.8772
MEM 1377.800781 1721046292.9777
MEM 1378.550781 1721046293.0792
MEM 1379.558594 1721046293.1796
MEM 1379.867188 1721046293.2799
MEM 1380.816406 1721046293.3805
MEM 1381.175781 1721046293.4809
MEM 1381.628906 1721046293.5813
MEM 1382.824219 1721046293.6818
MEM 1383.527344 1721046293.7823
MEM 1384.296875 1721046293.8828
MEM 1385.222656 1721046293.9831
MEM 1386.300781 1721046294.0836
MEM 1386.921875 1721046294.1839
MEM 1387.531250 1721046294.2847
MEM 1388.796875 1721046294.3858
MEM 1390.300781 1721046294.4868
MEM 1391.468750 1721046294.5875
MEM 1392.402344 1721046294.6880
MEM 1394.148438 1721046294.7885
MEM 1399.539062 1721046294.8896
MEM 1401.523438 1721046294.9904
MEM 1401.789062 1721046295.0910
MEM 1401.968750 1721046295.1916
MEM 1402.183594 1721046295.2921
MEM 1403.359375 1721046295.3927
MEM 1404.281250 1721046295.4932
MEM 1404.281250 1721046295.5937
MEM 1404.281250 1721046295.6944
MEM 1404.320312 1721046295.7949
MEM 1404.371094 1721046295.8956
MEM 1404.433594 1721046295.9961
MEM 1420.800781 1721046296.0968
MEM 1436.441406 1721046296.1971
MEM 1453.664062 1721046296.2974
MEM 1463.769531 1721046296.3980
MEM 1478.082031 1721046296.4985
MEM 1490.773438 1721046296.5990
MEM 1511.171875 1721046296.6996
MEM 1518.195312 1721046296.8002
MEM 1518.234375 1721046296.9008
MEM 1518.234375 1721046297.0013
MEM 1520.046875 1721046297.1021
MEM 1518.664062 1721046297.2028
MEM 1518.664062 1721046297.3030
MEM 1520.183594 1721046297.4036
MEM 1520.000000 1721046297.5044
MEM 1521.523438 1721046297.6049
MEM 1522.082031 1721046297.7055
MEM 1522.062500 1721046297.8062
MEM 1522.175781 1721046297.9064
MEM 1522.183594 1721046298.0074
MEM 1522.152344 1721046298.1080
MEM 1529.093750 1721046298.2085
MEM 1529.093750 1721046298.3088
MEM 1529.816406 1721046298.4096
MEM 1529.820312 1721046298.5101
MEM 1529.820312 1721046298.6108
MEM 1529.820312 1721046298.7119
MEM 1529.820312 1721046298.8125
MEM 1529.824219 1721046298.9132
MEM 1529.832031 1721046299.0138
MEM 1529.843750 1721046299.1149
MEM 1529.867188 1721046299.2153
MEM 1530.042969 1721046299.3158
MEM 1530.046875 1721046299.4165
MEM 1530.046875 1721046299.5169
MEM 1530.046875 1721046299.6177
MEM 1530.046875 1721046299.7182
MEM 1530.046875 1721046299.8190
MEM 1530.046875 1721046299.9196
MEM 1530.046875 1721046300.0203
MEM 1530.046875 1721046300.1209
MEM 1530.046875 1721046300.2212
MEM 1530.046875 1721046300.3218
MEM 1530.046875 1721046300.4223
MEM 1530.050781 1721046300.5227
MEM 1530.050781 1721046300.6230
MEM 1530.050781 1721046300.7236
MEM 1530.050781 1721046300.8239
MEM 1530.050781 1721046300.9246
MEM 1530.050781 1721046301.0251
MEM 1530.050781 1721046301.1258
MEM 1530.050781 1721046301.2265
MEM 1530.050781 1721046301.3273
MEM 1530.050781 1721046301.4278
MEM 1530.050781 1721046301.5283
MEM 1530.050781 1721046301.6289
MEM 1530.050781 1721046301.7296
MEM 1530.050781 1721046301.8303
MEM 1530.050781 1721046301.9307
MEM 1530.050781 1721046302.0314
MEM 1530.050781 1721046302.1320
MEM 1530.054688 1721046302.2323
MEM 1530.054688 1721046302.3331
MEM 1530.054688 1721046302.4334
MEM 1530.054688 1721046302.5337
MEM 1530.054688 1721046302.6343
MEM 1530.054688 1721046302.7346
MEM 1530.054688 1721046302.8348
MEM 1530.054688 1721046302.9351
MEM 1530.054688 1721046303.0358
MEM 1530.054688 1721046303.1362
MEM 1530.054688 1721046303.2366
MEM 1530.054688 1721046303.3371
MEM 1530.054688 1721046303.4377
MEM 1530.054688 1721046303.5387
MEM 1530.054688 1721046303.6393
MEM 1530.054688 1721046303.7399
MEM 1530.054688 1721046303.8405
MEM 1530.054688 1721046303.9411
MEM 1530.054688 1721046304.0418
MEM 1530.054688 1721046304.1423
MEM 1530.058594 1721046304.2429
MEM 1530.058594 1721046304.3436
MEM 1530.058594 1721046304.4443
MEM 1530.058594 1721046304.5449
MEM 1530.058594 1721046304.6454
MEM 1530.058594 1721046304.7461
MEM 1530.058594 1721046304.8467
MEM 1530.125000 1721046304.9474
MEM 1530.125000 1721046305.0475
MEM 1530.125000 1721046305.1482
MEM 1530.125000 1721046305.2493
MEM 1530.125000 1721046305.3500
MEM 1530.125000 1721046305.4506
MEM 1530.187500 1721046305.5510
MEM 1530.187500 1721046305.6517
MEM 1530.187500 1721046305.7521
MEM 1530.187500 1721046305.8527
MEM 1530.039062 1721046305.9531
MEM 1530.300781 1721046306.0537
MEM 1530.929688 1721046306.1544
MEM 1530.988281 1721046306.2555
MEM 1531.046875 1721046306.3564
MEM 1531.085938 1721046306.4569
MEM 1531.144531 1721046306.5574
MEM 1531.187500 1721046306.6577
MEM 1533.625000 1721046306.7581
MEM 1540.871094 1721046306.8588
MEM 1541.718750 1721046306.9592
MEM 1541.718750 1721046307.0599
MEM 1541.718750 1721046307.1603
MEM 1541.718750 1721046307.2611
MEM 1541.718750 1721046307.3616
MEM 1541.718750 1721046307.4620
MEM 1541.679688 1721046307.5625
MEM 1415.257812 1721046307.6633
MEM 1419.265625 1721046307.7643
MEM 1419.394531 1721046307.8648
MEM 1419.648438 1721046307.9653
MEM 1419.648438 1721046308.0659
MEM 1419.648438 1721046308.1661
MEM 1419.648438 1721046308.2668
MEM 1419.648438 1721046308.3673
MEM 1419.648438 1721046308.4677
MEM 1419.648438 1721046308.5681
MEM 1419.648438 1721046308.6687
MEM 1419.648438 1721046308.7694
MEM 1419.648438 1721046308.8698
MEM 1419.648438 1721046308.9702
MEM 1419.648438 1721046309.0705
MEM 1419.648438 1721046309.1708
MEM 1419.648438 1721046309.2710
MEM 1419.648438 1721046309.3714
MEM 1419.648438 1721046309.4719
MEM 1419.648438 1721046309.5724
MEM 1419.652344 1721046309.6732
MEM 1419.656250 1721046309.7739
MEM 1419.656250 1721046309.8744
MEM 1419.660156 1721046309.9751
MEM 1419.660156 1721046310.0754
MEM 1419.660156 1721046310.1757
MEM 1419.660156 1721046310.2763
MEM 1419.660156 1721046310.3768
MEM 1419.660156 1721046310.4770
MEM 1419.660156 1721046310.5777
MEM 1419.660156 1721046310.6784
MEM 1419.660156 1721046310.7791
MEM 1413.980469 1721046310.8796
MEM 1429.394531 1721046310.9800
MEM 1431.734375 1721046311.0808
MEM 1429.355469 1721046311.1813
MEM 1430.519531 1721046311.2823
MEM 1423.140625 1721046311.3827
MEM 1426.437500 1721046311.4831
MEM 1422.191406 1721046311.5838
MEM 1424.718750 1721046311.6841
MEM 1434.550781 1721046311.7844
MEM 1440.265625 1721046311.8852
MEM 1440.429688 1721046311.9857
MEM 1440.429688 1721046312.0860
MEM 1440.167969 1721046312.1864
MEM 1440.167969 1721046312.2871
MEM 1440.167969 1721046312.3880
MEM 1440.167969 1721046312.4882
MEM 1440.167969 1721046312.5890
MEM 1440.167969 1721046312.6894
MEM 1440.167969 1721046312.7904
MEM 1440.167969 1721046312.8912
MEM 1440.167969 1721046312.9921
MEM 1440.167969 1721046313.0930
MEM 1440.167969 1721046313.1934
MEM 1440.167969 1721046313.2940
MEM 1440.167969 1721046313.3947
MEM 1440.167969 1721046313.4954
MEM 1440.167969 1721046313.5962
MEM 1440.167969 1721046313.6967
MEM 1440.167969 1721046313.7973
MEM 1440.167969 1721046313.8984
MEM 1440.167969 1721046313.9988
MEM 1440.167969 1721046314.0996
MEM 1440.167969 1721046314.2006
MEM 1440.167969 1721046314.3011
MEM 1440.167969 1721046314.4018
MEM 1440.167969 1721046314.5023
MEM 1440.167969 1721046314.6032
MEM 1440.167969 1721046314.7039
MEM 1440.167969 1721046314.8051
MEM 1440.167969 1721046314.9061
MEM 1430.382812 1721046315.0419
MEM 1430.382812 1721046315.1543
MEM 1430.453125 1721046315.2690
MEM 1430.453125 1721046315.3722
MEM 1430.457031 1721046315.4801
MEM 1430.457031 1721046315.5831
MEM 1430.457031 1721046315.6981
MEM 1430.457031 1721046315.7993
MEM 1429.765625 1721046315.9057
MEM 1415.441406 1721046316.0063
MEM 1415.441406 1721046316.1072
MEM 1415.441406 1721046316.2083
MEM 1415.445312 1721046316.3090
MEM 1415.445312 1721046316.4097
MEM 1415.449219 1721046316.5106
MEM 1415.460938 1721046316.6113
MEM 1415.531250 1721046316.7124
MEM 1416.179688 1721046316.8131
MEM 1416.179688 1721046316.9134
MEM 1416.191406 1721046317.0140
MEM 1416.191406 1721046317.1146
MEM 1416.207031 1721046317.2153
MEM 1416.207031 1721046317.3160
MEM 1417.378906 1721046317.4163
MEM 1417.656250 1721046317.5171
MEM 1417.691406 1721046317.6177
MEM 1417.832031 1721046317.7183
MEM 1417.859375 1721046317.8186
MEM 1417.859375 1721046317.9192
MEM 1417.859375 1721046318.0194
MEM 1417.859375 1721046318.1200
MEM 1417.886719 1721046318.2204
MEM 1417.886719 1721046318.3210
MEM 1417.886719 1721046318.4214
MEM 1417.886719 1721046318.5217
MEM 1417.886719 1721046318.6222
MEM 1417.886719 1721046318.7228
MEM 1417.886719 1721046318.8230
MEM 1417.886719 1721046318.9235
MEM 1417.886719 1721046319.0250
MEM 1417.886719 1721046319.1256
MEM 1417.886719 1721046319.2259
MEM 1417.886719 1721046319.3262
MEM 1417.886719 1721046319.4269
MEM 1417.886719 1721046319.5273
MEM 1417.886719 1721046319.6278
MEM 1417.886719 1721046319.7283
MEM 1417.886719 1721046319.8288
MEM 1417.886719 1721046319.9290
MEM 1417.886719 1721046320.0292
MEM 1417.886719 1721046320.1295
MEM 1417.886719 1721046320.2301
MEM 1417.886719 1721046320.3307
MEM 1417.886719 1721046320.4314
MEM 1417.886719 1721046320.5321
MEM 1417.886719 1721046320.6326
MEM 1417.886719 1721046320.7332
MEM 1417.886719 1721046320.8337
MEM 1417.886719 1721046320.9343
MEM 1417.886719 1721046321.0346
MEM 1417.886719 1721046321.1348
MEM 1417.886719 1721046321.2351
MEM 1417.886719 1721046321.3355
MEM 1417.886719 1721046321.4359
MEM 1417.886719 1721046321.5364
MEM 1417.886719 1721046321.6370
MEM 1417.886719 1721046321.7374
MEM 1417.886719 1721046321.8379
MEM 1417.886719 1721046321.9382
MEM 1417.886719 1721046322.0386
MEM 1417.886719 1721046322.1393
MEM 1417.886719 1721046322.2398
MEM 1417.886719 1721046322.3403
MEM 1417.914062 1721046322.4405
MEM 1417.914062 1721046322.5407
MEM 1417.835938 1721046322.6412
MEM 1417.835938 1721046322.7421
MEM 1417.835938 1721046322.8430
MEM 1417.894531 1721046322.9435
MEM 1417.894531 1721046323.0441
MEM 1418.230469 1721046323.1445
MEM 1418.546875 1721046323.2451
MEM 1418.550781 1721046323.3458
MEM 1418.550781 1721046323.4461
MEM 1418.550781 1721046323.5465
MEM 1418.550781 1721046323.6470
MEM 1418.550781 1721046323.7476
MEM 1418.550781 1721046323.8481
MEM 1418.550781 1721046323.9488
MEM 1418.550781 1721046324.0498
MEM 1418.550781 1721046324.1502
MEM 1418.550781 1721046324.2509
MEM 1418.550781 1721046324.3512
MEM 1418.550781 1721046324.4514
MEM 1418.550781 1721046324.5521
MEM 1418.550781 1721046324.6523
MEM 1418.550781 1721046324.7528
MEM 1418.550781 1721046324.8532
MEM 1418.550781 1721046324.9571
MEM 1418.550781 1721046325.0577
MEM 1418.550781 1721046325.1585
MEM 1418.550781 1721046325.2588
MEM 1418.550781 1721046325.3590
MEM 1418.550781 1721046325.4595
MEM 1418.550781 1721046325.5602
MEM 1418.550781 1721046325.6608
MEM 1418.550781 1721046325.7614
MEM 1418.550781 1721046325.9062
MEM 1418.550781 1721046326.0065
MEM 1418.550781 1721046326.1073
MEM 1418.550781 1721046326.2076
MEM 1418.550781 1721046326.3081
MEM 1418.343750 1721046326.4083
MEM 1418.468750 1721046326.5093
MEM 1418.476562 1721046326.6102
MEM 1418.496094 1721046326.7108
MEM 1418.500000 1721046326.8115
MEM 1418.515625 1721046326.9120
MEM 1418.554688 1721046327.0127
MEM 1418.601562 1721046327.1134
MEM 1418.738281 1721046327.2142
MEM 1418.882812 1721046327.3148
MEM 1418.937500 1721046327.4152
MEM 1419.296875 1721046327.5156
MEM 1419.789062 1721046327.6162
MEM 1419.824219 1721046327.7168
MEM 1422.300781 1721046327.8174
MEM 1422.785156 1721046327.9180
MEM 1423.183594 1721046328.0185
MEM 1423.457031 1721046328.1192
MEM 1423.722656 1721046328.2197
MEM 1424.089844 1721046328.3203
MEM 1424.339844 1721046328.4208
MEM 1424.546875 1721046328.5213
MEM 1424.757812 1721046328.6219
MEM 1424.972656 1721046328.7224
MEM 1425.148438 1721046328.8232
MEM 1425.382812 1721046328.9243
MEM 1425.605469 1721046329.0249
MEM 1425.816406 1721046329.1253
MEM 1425.992188 1721046329.2261
MEM 1426.195312 1721046329.3266
MEM 1426.320312 1721046329.4274
MEM 1426.539062 1721046329.5281
MEM 1426.695312 1721046329.6289
MEM 1426.960938 1721046329.7297
MEM 1427.246094 1721046329.8300
MEM 1427.597656 1721046329.9305
MEM 1427.906250 1721046330.0314
MEM 1428.156250 1721046330.1319
MEM 1428.515625 1721046330.2321
MEM 1428.910156 1721046330.3323
MEM 1429.285156 1721046330.4330
MEM 1429.679688 1721046330.5333
MEM 1429.925781 1721046330.6338
MEM 1430.285156 1721046330.7344
MEM 1430.644531 1721046330.8352
MEM 1431.050781 1721046330.9361
MEM 1431.460938 1721046331.0366
MEM 1431.750000 1721046331.1371
MEM 1432.031250 1721046331.2377
MEM 1432.429688 1721046331.3381
MEM 1432.722656 1721046331.4389
MEM 1433.027344 1721046331.5392
MEM 1433.335938 1721046331.6398
MEM 1433.406250 1721046331.7404
MEM 1435.558594 1721046331.8412
MEM 1435.718750 1721046331.9419
MEM 1435.867188 1721046332.0427
MEM 1436.074219 1721046332.1433
MEM 1436.226562 1721046332.2444
MEM 1437.328125 1721046332.3447
MEM 1437.480469 1721046332.4455
MEM 1437.601562 1721046332.5459
MEM 1437.601562 1721046332.6465
MEM 1437.621094 1721046332.7472
MEM 1437.726562 1721046332.8482
MEM 1437.738281 1721046332.9488
MEM 1439.335938 1721046333.0494
MEM 1454.492188 1721046333.1497
MEM 1454.527344 1721046333.2502
MEM 1454.898438 1721046333.3509
MEM 1455.222656 1721046333.4513
MEM 1455.753906 1721046333.5519
MEM 1455.945312 1721046333.6521
MEM 1456.511719 1721046333.7529
MEM 1456.750000 1721046333.8536
MEM 1457.027344 1721046333.9543
MEM 1457.488281 1721046334.0547
MEM 1457.972656 1721046334.1551
MEM 1458.519531 1721046334.2560
MEM 1459.023438 1721046334.3568
MEM 1459.578125 1721046334.4577
MEM 1459.761719 1721046334.5584
MEM 1460.757812 1721046334.6592
MEM 1461.808594 1721046334.7602
MEM 1462.062500 1721046334.8610
MEM 1462.335938 1721046334.9618
MEM 1462.792969 1721046335.0624
MEM 1463.234375 1721046335.1633
MEM 1463.835938 1721046335.2635
MEM 1464.019531 1721046335.3640
MEM 1464.445312 1721046335.4646
MEM 1464.863281 1721046335.5654
MEM 1465.562500 1721046335.6661
MEM 1466.675781 1721046335.7665
MEM 1467.425781 1721046335.8669
MEM 1468.320312 1721046335.9676
MEM 1468.925781 1721046336.0684
MEM 1469.519531 1721046336.1687
MEM 1471.031250 1721046336.2692
MEM 1471.617188 1721046336.3702
MEM 1471.921875 1721046336.4706
MEM 1472.273438 1721046336.5711
MEM 1473.281250 1721046336.6722
MEM 1474.714844 1721046336.7729
MEM 1477.316406 1721046336.8734
MEM 1479.324219 1721046336.9743
MEM 1479.597656 1721046337.0748
MEM 1480.378906 1721046337.1759
MEM 1480.652344 1721046337.2769
MEM 1480.695312 1721046337.3778
MEM 1480.710938 1721046337.4785
MEM 1480.773438 1721046337.5795
MEM 1480.867188 1721046337.6804
MEM 1491.609375 1721046337.7817
MEM 1510.703125 1721046337.8824
MEM 1515.617188 1721046337.9831
MEM 1524.542969 1721046338.0837
MEM 1538.097656 1721046338.1842
MEM 1560.382812 1721046338.2846
MEM 1566.781250 1721046338.3852
MEM 1566.957031 1721046338.4855
MEM 1567.160156 1721046338.5863
MEM 1568.957031 1721046338.6866
MEM 1568.960938 1721046338.7873
MEM 1569.851562 1721046338.8883
MEM 1571.320312 1721046338.9892
MEM 1571.429688 1721046339.0898
MEM 1571.429688 1721046339.1906
MEM 1571.542969 1721046339.2913
MEM 1575.332031 1721046339.3921
MEM 1576.062500 1721046339.4931
MEM 1576.472656 1721046339.5936
MEM 1577.187500 1721046339.6940
MEM 1577.230469 1721046339.7943
MEM 1577.230469 1721046339.8953
MEM 1577.285156 1721046339.9959
MEM 1577.582031 1721046340.0964
MEM 1577.582031 1721046340.1971
MEM 1577.585938 1721046340.2977
MEM 1577.585938 1721046340.3989
MEM 1577.585938 1721046340.5000
MEM 1577.585938 1721046340.6002
MEM 1577.585938 1721046340.7008
MEM 1577.585938 1721046340.8013
MEM 1577.585938 1721046340.9019
MEM 1577.585938 1721046341.0024
MEM 1577.585938 1721046341.1031
MEM 1577.585938 1721046341.2035
MEM 1577.585938 1721046341.3042
MEM 1577.585938 1721046341.4046
MEM 1577.585938 1721046341.5049
MEM 1577.585938 1721046341.6054
MEM 1577.585938 1721046341.7059
MEM 1577.585938 1721046341.8064
MEM 1577.585938 1721046341.9070
MEM 1577.585938 1721046342.0073
MEM 1577.585938 1721046342.1076
MEM 1577.585938 1721046342.2086
MEM 1577.585938 1721046342.3088
MEM 1577.585938 1721046342.4092
MEM 1577.585938 1721046342.5096
MEM 1577.585938 1721046342.6101
MEM 1577.585938 1721046342.7103
MEM 1577.585938 1721046342.8110
MEM 1577.585938 1721046342.9117
MEM 1577.585938 1721046343.0123
MEM 1577.585938 1721046343.1127
MEM 1577.585938 1721046343.2138
MEM 1577.585938 1721046343.3142
MEM 1577.585938 1721046343.4151
MEM 1577.585938 1721046343.5157
MEM 1577.585938 1721046343.6160
MEM 1577.585938 1721046343.7165
MEM 1577.585938 1721046343.8172
MEM 1577.585938 1721046343.9174
MEM 1577.585938 1721046344.0176
MEM 1577.585938 1721046344.1179
MEM 1577.648438 1721046344.2190
MEM 1577.648438 1721046344.3194
MEM 1577.648438 1721046344.4200
MEM 1577.648438 1721046344.5203
MEM 1577.652344 1721046344.6209
MEM 1577.652344 1721046344.7213
MEM 1577.660156 1721046344.8222
MEM 1577.671875 1721046344.9227
MEM 1577.679688 1721046345.0230
MEM 1577.691406 1721046345.1235
MEM 1577.699219 1721046345.2239
MEM 1577.710938 1721046345.3244
MEM 1577.722656 1721046345.4248
MEM 1577.734375 1721046345.5254
MEM 1577.746094 1721046345.6258
MEM 1577.757812 1721046345.7264
MEM 1577.824219 1721046345.8270
MEM 1577.824219 1721046345.9275
MEM 1577.824219 1721046346.0280
MEM 1577.824219 1721046346.1284
MEM 1577.824219 1721046346.2293
MEM 1577.687500 1721046346.3295
MEM 1577.878906 1721046346.4305
MEM 1578.578125 1721046346.5317
MEM 1578.660156 1721046346.6321
MEM 1578.722656 1721046346.7322
MEM 1578.800781 1721046346.8329
MEM 1578.875000 1721046346.9334
MEM 1581.175781 1721046347.0337
MEM 1581.175781 1721046347.1472
MEM 1581.175781 1721046347.2658
MEM 1581.179688 1721046347.3667
MEM 1581.179688 1721046347.4819
MEM 1581.179688 1721046347.5986
MEM 1581.179688 1721046347.7032
MEM 1581.179688 1721046347.8152
MEM 1581.179688 1721046347.9160
MEM 1581.429688 1721046348.0174
MEM 1581.570312 1721046348.1181
MEM 1581.765625 1721046348.2184
MEM 1581.996094 1721046348.3190
MEM 1582.257812 1721046348.4196
MEM 1582.714844 1721046348.5201
MEM 1582.937500 1721046348.6205
MEM 1583.183594 1721046348.7211
MEM 1583.445312 1721046348.8216
MEM 1584.480469 1721046348.9220
MEM 1584.492188 1721046349.0224
MEM 1584.492188 1721046349.1228
MEM 1584.593750 1721046349.2233
MEM 1584.597656 1721046349.3239
MEM 1584.605469 1721046349.4245
MEM 1584.613281 1721046349.5251
MEM 1584.675781 1721046349.6254
MEM 1584.675781 1721046349.7259
MEM 1584.675781 1721046349.8264
MEM 1584.675781 1721046349.9269
MEM 1584.675781 1721046350.0273
MEM 1584.675781 1721046350.1275
MEM 1584.679688 1721046350.2277
MEM 1584.742188 1721046350.3282
